-0.3154283 	0.1975621 	0.4538571 	-0.5504592 	1.4498326 
0.4005985 	-0.3670788 	0.3425899 	0.5186252 	0.7036857 
-0.4866463 	-0.0533235 	0.4565106 	0.7972355 	0.9445913 
0.9112224 	-0.9244618 	0.9308379 	0.4605296 	-0.7731693 
-0.2854434 	0.1463385 	1.1622819 	0.6466269 	-0.5172491 
-0.5417470 	0.2338451 	0.0752865 	-0.6051983 	1.2225369 
0.2491745 	-0.5908369 	2.4269142 	-0.5364510 	-3.5562822 
1.5350970 	1.5195894 	0.1486119 	1.2816310 	-1.5203205 
-0.3494293 	0.6339563 	-1.1880683 	0.9629430 	-0.0558861 
0.3026380 	-0.3989211 	-0.2861337 	1.9650117 	-0.4866609 
-1.2756168 	-1.0241612 	1.8125323 	0.7017000 	0.0864897 
0.6255600 	-0.6781940 	-2.1891450 	0.7726974 	-1.1119115 
2.1792129 	-1.3009639 	0.2710816 	-0.7289341 	-1.6133494 
0.8691417 	0.9567797 	-1.4793805 	-0.2077373 	0.1131097 
-0.4708833 	0.6708234 	-2.4538534 	-0.3768339 	0.1055021 
-0.9748533 	-0.5056967 	-0.3555564 	0.0043093 	-0.3906017 
0.1389952 	0.0201409 	-0.5018504 	0.4577855 	1.8945167 
0.4897432 	1.9977295 	0.6979105 	-0.3044973 	-0.1290243 
-1.0576584 	0.4741920 	-0.0194324 	-1.9678880 	0.0094224 
0.8420871 	0.7178426 	-0.5853940 	-2.1447830 	-0.8648436 
-1.2295406 	-1.4574910 	-1.4818408 	1.1760361 	1.2795123 
-1.5885902 	0.1154049 	-0.0749054 	0.4884608 	0.0378716 
1.4568365 	-0.3703778 	0.4458276 	-0.4224963 	-0.1098757 
1.5317322 	-1.7078877 	1.2307306 	0.6746856 	1.0373638 
-0.3682915 	-0.0238660 	-1.8579675 	0.6070685 	0.1979064 
-0.6334704 	0.1450563 	-0.7731205 	0.8687768 	-0.3582425 
1.9843270 	1.4289707 	1.5728630 	0.5473802 	-0.8373828 
-0.3527167 	0.2309454 	0.1277397 	1.5452069 	0.8374503 
0.0330584 	-1.9753403 	2.7413139 	0.3239735 	1.8989881 
1.5685673 	1.1368463 	-0.6674317 	1.3962774 	-0.6550069 
-0.8790020 	1.0894869 	0.2602171 	0.4537381 	1.3274408 
-2.7635003 	0.4769095 	-0.4449426 	-0.3274916 	-1.8176600 
-0.3154187 	-0.9777688 	-0.5851244 	2.6706110 	-1.1683918 
0.1959137 	-1.2612374 	1.1928396 	0.0795745 	0.5407280 
0.0049090 	-0.6770696 	-1.0190793 	-0.3787196 	-1.3214072 
0.3763008 	-1.5067494 	1.8076070 	1.0996182 	-0.2269321 
-0.5388002 	1.2429511 	-0.4535645 	-0.1001728 	-0.4962953 
0.3120475 	-1.4175089 	1.0403094 	0.7474937 	0.2452580 
0.6657500 	0.7155223 	-0.8044361 	-1.4839125 	1.3499969 
0.3038071 	1.1022226 	0.5043808 	-0.9694320 	0.0163800 
-1.9431722 	-1.0324132 	-1.5366206 	0.0941116 	-1.6703668 
-0.9252945 	-0.7546474 	-1.1852339 	0.0270950 	0.4349401 
0.5808240 	2.5971082 	0.3979587 	-0.6259944 	-1.3568234 
-0.4754691 	-0.0545643 	-0.6234485 	-0.0324170 	-0.1458226 
-1.6518833 	-0.2489746 	2.0559601 	-0.8461049 	0.1800672 
-0.1099204 	0.8353294 	0.0067297 	0.4536977 	-1.0484868 
-1.2201235 	-0.5057619 	0.4920045 	-0.3032328 	1.0419290 
-0.3039052 	-0.6995890 	1.0914389 	0.9845795 	0.7767040 
0.5264960 	0.8710362 	0.4043154 	1.2787225 	0.2990791 
0.5448800 	0.5266732 	-0.6865729 	-1.1670280 	0.4285478 
0.1745349 	1.2597827 	-1.4974509 	0.0432492 	-2.2342649 
0.6117664 	0.2024077 	-1.7182110 	-2.5282171 	1.2958680 
0.3940810 	0.5087838 	-0.8398753 	0.7431557 	0.2058108 
0.0212124 	0.8325112 	0.6391207 	0.0898485 	-0.4718060 
-1.8563260 	-0.5552001 	-1.4722795 	-0.1463875 	1.7955282 
0.5750471 	-0.6109693 	-1.1369744 	1.2072357 	-0.9401072 
-0.6244691 	-0.8015100 	0.6639491 	0.4965925 	-1.1346203 
-0.1262994 	-0.0351293 	-0.0186165 	-0.9289920 	1.4434346 
-1.9804728 	-0.3436541 	1.3370065 	-1.0789722 	0.0120170 
1.0101406 	-0.1561866 	-1.6856145 	-1.0220240 	-1.6991051 
-0.9421957 	-0.7571653 	2.1258783 	-0.2419049 	-0.5155391 
-1.4976451 	-0.6181322 	-1.2948315 	0.9662692 	-0.1359783 
-0.0349626 	0.6521688 	-0.6730887 	0.9354705 	1.0700182 
-0.6098140 	-1.3072623 	0.7698974 	-0.7562974 	0.7172854 
-2.6077370 	-0.4812686 	0.2047823 	1.0137472 	-0.3012863 
-0.7184336 	0.5784032 	1.9981082 	0.9410037 	-0.6317871 
-0.4537723 	0.0914997 	0.3432454 	-0.2856692 	0.3201890 
-0.0162093 	0.5553349 	0.6323040 	-0.1611293 	-0.5396140 
-0.1452873 	0.8319126 	0.2412514 	0.1207231 	0.3125386 
-0.5763516 	1.2695264 	-0.4249527 	1.1444157 	1.2494490 
3.3799794 	-0.7512288 	-0.5823824 	0.7743473 	1.0636483 
0.5529007 	1.4439352 	1.3529988 	-0.7045370 	-1.0079818 
